Height,Weight
187.64052345967664,118.14394087290395
174.00157208367224,113.32568212351865
179.7873798410574,103.64927966338173
192.40893199201457,116.49249948954159
188.67557990149967,115.48588119214047
160.2272212012359,98.15113218778586
179.5008841752559,113.10826635815744
168.486427917023,82.91108044637811
168.96781148206443,100.88744618776293
174.10598501938372,106.85392702409787
171.44043571160879,92.86095793742822
184.54273506962974,127.46549811188495
177.61037725146994,108.18181902326364
171.21675016492827,118.36409754924625
174.43863232745426,96.75794917814179
173.33674327374266,94.92904474899233
184.94079073157607,113.20699664860246
167.94841736234198,83.98216678911862
173.13067701650903,106.02806211616634
161.45904260698276,97.84761788421883
144.47010184165921,96.83871392041654
176.5361859544036,112.93212498429314
178.64436198859505,103.01184369430669
162.5783497959356,86.5720433298589
192.6975462398761,132.74157995735862
155.45634325401235,85.35265574675591
170.45758517301445,91.819305533114
168.12816149974165,90.02833630523054
185.3277921435846,122.3697284415174
184.69358769900285,105.62715057515318
171.54947425696918,95.3926398923755
173.78162519602174,105.6458733766465
161.12214252369887,94.60383840864641
150.19203531776074,83.33426658279397
166.52087850673848,107.45244177382789
171.5634896910398,113.59124873560381
182.3029068072772,119.23491917376498
182.02379848784412,116.88347578931845
166.12673182592047,103.70229440685263
166.97697249424664,82.4273034969297
159.5144703493291,112.40119027336715
155.79982062821026,96.49978448050167
152.93729809374986,97.84394313225633
189.5077539523179,124.85427560086475
164.90347818248347,113.27561193830999
165.61925698388814,103.55553430342479
157.47204639950073,98.83868943265696
177.7749035583191,100.67269936039426
153.8610215244205,92.6475104260399
167.8725971978603,92.18194571057262
161.04533438806325,89.427795311419
173.86902497859262,95.38567096401366
164.89194862431128,97.3749302646139
158.19367815877587,105.40713877446562
169.71817771661344,133.54065436286984
174.28331870530417,106.46498759866164
170.6651722238317,88.91497245673781
173.0247189773978,116.46466468500124
163.65677906319036,95.18622867315395
166.37258834012863,93.21746706430724
163.2753955222405,100.06373209257485
166.4044683845946,87.43643503519448
161.86853717955546,99.34575394781935
152.73717397668324,90.7585491540184
171.77426142253753,104.04833592167728
165.98219063791737,103.40347692484212
153.69801653033954,92.89373249061178
174.62782255525775,104.94007437428357
160.92701635616757,99.39935500367997
170.5194539579614,106.46567863648811
177.29090562177538,96.05971876991265
171.2898291075741,88.47398487768996
181.394006845433,108.22002358553766
157.65174179646348,80.26369017853702
174.0234164117755,105.289364556282
163.15189909059686,107.27860821118121
161.29202850818118,102.84633382406916
164.21150335235583,88.04519794315877
166.88447467872626,91.52806028766057
170.56165342229747,105.62000500338604
158.34850159216643,90.99612290396476
179.00826486954188,104.23840597120406
174.6566243973046,110.7630394508623
154.63756313722777,82.90967094776013
184.882521937956,106.91716606366178
188.95889176030585,105.37451029533749
181.78779571159652,98.64138244660435
168.20075164187648,92.34966909841424
159.29247378489458,102.35010596440085
180.54451726931137,108.84491425641103
165.96823053026822,90.78933202981018
182.2244507038243,107.0236543463646
172.0827497807686,86.86157679723938
179.76639036483712,100.52670614306561
173.563663971744,125.63394373171927
177.0657316819195,105.33700051249419
170.1050002072082,109.37958939462884
187.85870493905836,112.06033921199018
171.2691209270362,106.24316490863981
174.01989363444702,111.04451707745994
188.83150697056254,102.25273820707281
156.52240938857554,93.60408306040573
157.29515001514267,110.16574195325047
179.69396708158013,99.86137474841517
158.2687659488584,89.29686103199285
189.43621185649292,110.58481434022573
165.86381019240252,102.20852684720398
162.52545188559242,102.76444976781427
189.22942026480385,126.21176870706887
184.80514791434425,115.87807108329314
188.6755896042657,112.58482250457607
179.06044658275385,120.02793924576045
161.38774314945297,103.8737561110876
189.10064953099032,98.50359455602403
167.3199662904862,125.65566217785171
178.02456395796395,124.51395225674571
179.47251967773747,106.00136957897173
168.44989906909166,104.84904045883974
176.14079370346082,118.92806372203488
179.22206671566528,105.81123210243034
173.7642553115563,111.56207109070398
159.00599209415805,106.44937999220959
172.98238174206057,93.64116996789193
183.26385896687032,103.93499684429356
163.05432140268636,107.04667681971762
168.5036545967233,105.71033752952229
165.64846448278362,108.62704429280964
188.49263728479343,111.76990222433888
176.72294757012435,103.14371643253229
174.07461836241112,84.45837626161294
162.30083925554683,85.92049928825367
175.39249191291816,105.70615609433584
163.25667339342624,106.1995762316981
170.3183055827435,107.50276701500306
163.64153921621119,96.90250378944968
176.764332949465,103.34088410477203
175.76590816614942,107.63134122607245
167.91701244422006,101.53231927745355
173.96006712661645,118.42149542536698
159.06938491269494,96.90603865239946
155.08742407294395,78.23999482179337
174.39391701264537,91.91076885726406
171.6667349537253,118.18763434187098
176.35031436892106,94.09858400685184
193.83144774863942,123.94384317951898
179.44479486990414,104.98314956984868
160.8717777455584,94.82548370831019
181.17016288095851,107.36076990089092
156.84092589488478,106.31840513152284
165.3841539518529,97.30207408567209
169.3175839467537,101.25735753960069
187.13342721649366,96.97202135590128
162.5524517795156,99.59837618478937
161.73561461340987,102.3517938378265
169.0154747557457,103.80074065998528
163.36521713637893,111.99809289269471
181.26635922106507,109.31152908044136
159.20068491636576,98.51018551100962
158.52531347588896,111.60022818821517
165.62179955255567,83.87293783795192
165.01967549307696,94.45355181785249
189.29532053816985,127.83877984309457
179.4942080692576,117.05781632466538
170.8755124138519,109.30910843671585
157.74564481169833,102.97389428166377
178.44362976401547,110.3368399496195
159.99784652610435,112.31468219098532
154.55228903222388,96.5089651166415
181.88029792352302,111.52684981306659
173.1694261192485,105.49124241280552
179.2085882378082,109.45379249818878
173.18727652943022,92.34219310949946
178.56830611902691,114.84771421604958
163.48974406699853,96.78944910236584
159.65757158215536,114.01369392789728
176.81594518281628,105.33306240380554
161.96590335826158,101.38872485671352
163.10450222249798,100.32872319611214
165.44467496482656,93.0112346278034
170.17479159025058,112.0262432393354
166.46006088746515,118.92667293807926
156.2504870658198,93.60252004289343
163.5638159716711,95.13350172714843
147.76596847775573,85.10929377609969
176.25231451027187,86.82776977298971
153.97942344393252,90.60952262932938
158.9561666057155,97.88368112351255
170.52165079260973,112.86056972736867
162.60437003608686,107.1630994331514
185.43014595406737,107.09309674807349
157.0714309027655,91.47462859392041
172.67050869349183,114.84135827223948
169.60717181772503,100.02966411990622
158.31906502258803,89.89114361599665
175.23276660531755,119.06484445753324
168.28453668777752,111.34657868317285
177.71790551213667,106.81866122502458
178.2350415396373,101.0032504459957
191.6323594928069,94.86061250323705
183.36527949436393,115.91620375236559
166.30818162057557,90.82121174682354
167.60620822424073,80.93640484313693
180.99659595887113,124.44616284881285
176.55263730722598,112.41126029443447
176.40131526097593,94.4507072254159
153.83043955689166,80.1542499045424
169.75673875601063,110.56366107532257
162.61969090794312,88.79210837940717
172.79924599043238,116.64104626953826
169.0184961035704,107.57569078840379
179.10178908092593,112.82703865422378
173.17218215191303,107.95026384729083
177.86327962108976,108.63247649289296
165.33580903264058,108.00659741135544
160.5555374408175,91.79251883933443
165.8995030679745,100.39922157512855
169.8297958613856,109.41734339360332
173.7915173555508,109.90480759919177
192.5930895069085,103.6059856514585
169.57742848339356,96.74236041699349
160.44054999507222,98.79236505123488
166.54018224300614,95.84396225540472
165.36404025353906,116.96500976185676
174.81481473773462,100.95735689509964
154.59202985555376,91.13303343756535
170.63261994200332,110.07387374697502
171.56506537965376,106.24436666014141
172.32181036200276,101.94034164515396
164.02683931034636,90.85116829740033
167.62078270263993,103.5876101955516
155.7593909101747,103.84659894988873
165.06680116637807,103.83103294080914
164.57138523983284,90.96099592933847
174.16050046261427,121.86404984733565
158.43817568178088,80.59712650870958
177.81198101709992,90.86033219223206
184.94484544491368,120.5724795115205
149.30014974986466,91.8384946359457
174.26258730778102,99.0625669216282
176.76908035030246,95.07574093462817
163.62562974447772,121.3833762394896
166.02728185671202,100.78727783558163
168.67119422413043,106.54472824293597
167.02209120598272,103.39210569597144
166.90987030952877,104.49400176302883
153.23996193670024,97.3449217672682
181.5233156478312,116.23822948624748
180.7961859203682,104.7254875446142
161.86635740795796,94.20339458125633
155.33575672197486,75.7912259495959
175.21064876452758,97.32334519370114
164.24212030186933,101.25640014558876
171.4195316332078,113.30195273495158
166.80671582854904,106.07442476089126
176.91538751070186,102.74230906764181
176.94749143656006,93.53676574108448
162.74402621536416,69.87282427494415
156.16636044604945,105.21715601543767
154.17061602664918,86.610079750888
176.10379379107206,101.17762621260265
158.11140742215971,96.18258413237652
164.93183645701313,84.90350140028897
164.0368596154949,94.92429396818157
169.47432703730453,121.91931572008247
150.63720194153493,95.43619055069438
171.8877859679383,106.72516314589754
175.23891023834204,89.31840136318763
170.88422087044663,124.96655146809438
166.8911382830153,85.90673388354575
170.97400166268784,121.80764855205669
173.9904634564013,83.24371792196271
142.2740724357335,99.41809784868431
189.55912308250694,129.91601653950642
173.90093322687926,96.09646872284921
163.4759141761298,102.3113522284067
166.090466248124,105.12908546992104
174.9374177734919,96.82450583178208
168.83896060965634,86.8122002584245
149.69315532218505,76.63871976190337
190.6449286135932,119.797039367754
168.89459342767526,100.4856000314111
180.201727117158,102.47802593727319
163.07950152215608,107.51538102495826
185.36377054245798,116.29894141938956
172.8634368889228,96.16343486969734
176.0884383447545,93.6410478166788
159.54746633853046,100.96109718999904
182.11145289682702,103.8910380525156
176.89818164534788,107.13095761252374
183.01846229564998,125.57406710366718
163.7191244035842,103.25475704289832
165.18972881539213,90.49116729170291
193.03916697683943,117.43011208430137
159.39984177278453,86.11345553551683
168.64050299321678,117.2695233554173
181.36891362602694,103.20556067958395
170.97724967714856,104.65905727602532
175.82953679753294,108.57504782531407
166.00550970737126,101.19581050815977
173.7005588784752,84.63484577571973
156.93473148264684,79.69662824975482
186.58130679618188,107.42528132201821
168.8183595487143,104.4853340625439
163.19821796003149,96.54113863316118
176.66383082031913,96.42682376068132
165.39280212611447,85.75143808445168
156.65741528597246,89.97887372659004
156.53282494202443,89.23493451841743
176.93773152690133,111.29100349206836
168.40426561853732,97.77937474953922
168.66298440331562,107.22486720628267
180.77743805976263,102.51996513865352
158.73174191243257,92.67946845531685
162.69322247135176,94.13546968638487
